n°,titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
7,Visière Prusa - RC03,,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://www.prusaprinters.org/prints/26427-shield-face-protection-rc3-remix-of-rc2-without-an/files,,,,,,,,,,,https://media.prusaprinters.org/thumbs/cover/640x480/media/prints/26427/images/268758_f762baa6-9127-4357-956b-e46135786e27/shiel-protection-rc3-v5.jpg,Par rapport à RC2  taille reduite ce qui permet d'en imprimer deux sur un plateau de 20cm. Pas besoin de percer les feuilles de la visière pour le montage  on a donc plus de soupesse pour le format de visière  mais moins sur l'épaisseur et la qualité d'impression; il faut des feuilles epaisses pour que ça tienne et pas de blob d'impression sinon c'est difficile à insérer,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
8,COVID19 - Shield,,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://drive.google.com/drive/folders/11ohHpWR_evKaOa5Mu7DbwEtMyPsvDQmj,,,,,,,,,,,https://zupimages.net/viewer.php?id=20/13/sp8j.jpg,,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
9,Protective Visor by 3DVerkstan,,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://www.youmagine.com/designs/protective-visor-by-3dverkstan,,,,,,,,,,,https://www.idg.se/editorial/980/path/1.732235.1584972252!imageUploader/55666972.jpg,The 3MF file shows how you can put 3 of these on a single Ultimaker S5 print bed and print them in 21 minutes per piece with a 0.8 mm nozzle.,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
10,modele espagnol (https://t.me/CV19_Visera40),,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://t.me/CV19_Visera40/68,,,,,,,,,,,https://pbs.twimg.com/media/ET4W-fhWoAE-d9O.jpg,"validée par Unitat Bàsica de Prevenció
de l'institut Català de la Salut",https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
11,Modèle des Hackers del Levante (Alméria),,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://drive.google.com/file/d/1mzDPmQvyB8QjJmmPsuhVFUfwopEfTTS1/view,,,,,,,,,,,https://zupimages.net/viewer.php?id=20/13/cm89.png,https://levante.ideal.es/actualidad/makers-levante-imprimen-20200323180813-nt.html,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
12,3D printed COVID-19 Face Shield Mask - Manual for makers (blackbelt),,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://www.linkedin.com/pulse/3d-printed-covid-19-face-shield-mask-manual-makers-sch%C3%BCrmann/,,,,,,,,,,,https://media-exp1.licdn.com/dms/image/C4D12AQHpb8k0KpBaQA/article-inline_image-shrink_1500_2232/0?e=1590624000&v=beta&t=rX6HsR40zCdwPTXmPu_6sVUXUdHIStaICRO9j6N-iXU,Prusa MK3 PLA reglage : 0.30 DRAFT,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
13,Visiere de protection,,SANTE,PROTECTION,DIY,VISIERE,GROUPE,, ,,,,,,,,,,,https://zupimages.net/viewer.php?id=20/13/1mp2.png,,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
14,Covid-19 Medical Face Shield,,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://making.engr.wisc.edu/shield/,,,,,,,,,,,https://making.engr.wisc.edu/wp-content/uploads/sites/1271/2020/03/Covid-19_Hero_1_v3-1.png,,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
15,Medical Face Shield ABV4,,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://hackaday.io/project/170551-laser-cut-medical-face-shield-abv4,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_visiere_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
16,Proto Shield,,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://www.protohaven.org/proto-shield/,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_visiere_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
17,DtM-v3.0,,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://3dprint.nih.gov/discover/3dpx-013238,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_visiere_2.png?raw=true,http://hosted-p0.vresp.com/530697/5c74ce77b0/ARCHIVE,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=0,,fr,,NR,,NON,04/02/2020
18,,,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_visiere_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1jpDEPTE5adj8FiwWpyOaMbNJOsyynJKzqXmpooCHnog/edit#gid=1,,fr,,NR,,NON,04/02/2020
1,Prusa Face Shield,Système de visière en PET afin de protéger des protections (attention  ne remplace pas le masque  mais plutôt en complément),SANTE,PROTECTION,DIY,-,GROUPE,,https://www.prusaprinters.org/prints/25857-prusa-protective-face-shield-rc2/files,,,https://www.prusaprinters.org/prints/25857-prusa-protective-face-shield-rc2,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,PETG,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,"Supports are not necessary.
Print with at least 3 perimeters  about 30% infill.

Epaisseur de couche : 0.25 mm

Diamètre de la tête : 0.4 mm

Poids : 105 g

Ideally  print it from PETG",NON,04/02/2020
2,Prusa RC2 sans trous,Visière de protection,SANTE,PROTECTION,DIY,-,GROUPE,,https://www.thingiverse.com/thing:4241016,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
3,Stratasys Face Shield,Visière de protection,SANTE,PROTECTION,DIY,-,GROUPE,,https://go.stratasys.com/rs/533-LAV-099/images/Visor-STL-Files.zip,,,https://go.stratasys.com/lp-face-shield.html,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,PLA,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,Pas de matériau de support,NON,04/02/2020
4,face shield,Visière de protection,SANTE,PROTECTION,DIY,-,GROUPE,,https://www.thingiverse.com/thing:4241047,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
5,Charlotte Valve / Dave Valve,2 connecteurs imprimés en 3D par FDM pour transformer un masque de plongée Decathlon (modèle EasyBreath) en respirateur non-intrusif. Attention : suivre les recommandations des hôpitaux test >>> voir point de contact Julien Guillen de Decathlon ci-après,SANTE,PROTECTION,DIY,-,GROUPE,,https://www.isinnova.it/wp-content/uploads/2020/03/charlotte-valve.zip,,,https://www.isinnova.it/easy-covid19-eng/,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,PLA,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,"PLA filament 1.75 mm

Nozzle temperature: 205 – 210 ° C

Builtplate temperature: 35-50 ° C

Layer thickness: 0.2 mm

Supports: only touching the builtplate.

Orientation: Charlotte leaning on the terminal plane (as shown in the images)  Dave leaning on the larger diameter vertically.",NON,04/02/2020
6,,,SANTE,PROTECTION,DIY,-,GROUPE,,,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
7,Door Opener,Permet d'ouvrir tout type de porte sans contact avec les mains,SANTE,PROTECTION,DIY,-,GROUPE,,https://www.thingiverse.com/thing:4229393,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,PLA  PETG  PA12,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,épaisseur de coque 1 2mm ; remplissage 20%,OUI,04/02/2020
8,MC Hammer hook,Facilite l'ouverture de portes et l'appuis de boutons,SANTE,PROTECTION,DIY,-,GROUPE,,https://www.thingiverse.com/thing:4242249,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
9,Affichettes Appel au Don,Affichettes d'appel au don de masques EasyBreath (à poser dans les commerces ouverts et pharmacies de son quartier),SANTE,PROTECTION,DIY,-,GROUPE,,mot de passe : easybreath,,,https://spideroak.com/browse/share/Ceaisse/masqueHackable/AppelauDon/,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
10,brassard porte badge thermo-formable,"permet l'identification simple du personnel soignant en tenu ""full protect""",SANTE,PROTECTION,DIY,-,GROUPE,,https://drive.google.com/file/d/1T_U0LDrbmJMDvN1DBPySiArQeMEpLDsz/view?usp=sharing,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,PLA,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,epaisseur 0.2; remplissage 35% (voir moins),NON,04/02/2020
11,,,SANTE,PROTECTION,DIY,-,GROUPE,,,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
12,,,SANTE,PROTECTION,DIY,-,GROUPE,,,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
13,,,SANTE,PROTECTION,DIY,-,GROUPE,,,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
14,Mask X-Factor,permet de lutter efficacement en multipliant et optimisant l’utilisation des masques médicaux à filtres certifiés existants. Un seul masque peut alors devenir 5 à 10 nouveaux masques avec les mêmes capacités filtrantes. lavable en machine ou lave vaisselle.,SANTE,PROTECTION,DIY,MASQUE_I3D,ENTREPRISE,Fabulou Impression 3D,https://sketchfab.com/fabulous,,,http://fabulous.com.co/blog/3d-printed-x-factor-mask-covid-19-fabulous-tech-center-proposal/,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,TPU 70A en SLS,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,TPU en grade médical avec contact cutané certifié,OUI,04/02/2020
15,"Respirateur
Open Source",Projet Open source (+300 contributeurs) pour la création d'un dispositif d'assistance respiratoire,SANTE,PROTECTION,DIY,RESPIRATEUR_VENTILATOR,GROUPE,,,,,https://techcrunch.com/2020/03/19/open-source-project-spins-up-3d-printed-ventilator-validation-prototype-in-just-one-week/?guccounter=1,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,OUI,04/02/2020
16,Support pour poignée de porte à main libre,Une pièce à installer sur les poignées de portes pours les ouvrir sans les toucher avec les mains,SANTE,PROTECTION,DIY,-,GROUPE,,https://www.materialise.com/en/hands-free-door-opener/technical-information,,,https://www.materialise.com/en/hands-free-door-opener?elqTrackId=20b7e0f7116d499a97ad8f3b66dabb8b&elqaid=4271&elqat=2,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
17,Mask Adjuster,Ajusteur pour serrage de masques,SANTE,PROTECTION,DIY,-,GROUPE,,https://img04.en25.com/Web/HPIncMSCRMProd/%7B3845de3b-c37d-4a46-9ab3-0be4eefc1434%7D_Mask_Adjuster.zip?elqTrackId=e8e3189838764690b9effff5564b5298&elqaid=4271&elqat=2,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
18,Sur-poignée de porte ,Handle circular bar diameter from 38 to 44 mm,SANTE,PROTECTION,DIY,-,GROUPE,,https://www.thingiverse.com/thing:4232342/files,,,https://www.thingiverse.com/thing:4232342,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
19,Sur-poignée de porte ,"L-handle diameter 19 mm 
No screws needed ",SANTE,PROTECTION,DIY,-,GROUPE,,https://www.thingiverse.com/thing:4232365/files,,,https://www.thingiverse.com/thing:4232365 ,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
20,"Respirateur
Open Source",,SANTE,PROTECTION,DIY,-,GROUPE,,https://gitlab.com/Urbicum/ventilaid/,,,https://www.ventilaid.org/ ,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
21,"Respirateur
Open Source",,SANTE,PROTECTION,DIY,-,GROUPE,,https://github.com/jcl5m1/ventilator/tree/master/3dmodels,,,https://github.com/jcl5m1/ventilator,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
22,"Respirateur
Open Source",,SANTE,PROTECTION,DIY,-,GROUPE,,,,,https://docs.google.com/document/d/1FNPwrQjB1qW1330s5-S_-VB0vDHajMWKieJRjINCNeE/mobilebasic,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,NON,04/02/2020
23,,,SANTE,PROTECTION,DIY,-,,,,,,https://opensourceventilator.ie/,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,,04/02/2020
24,Mit E-Vent respirateur open source version 2,Respirateur open Sorce en cour de test,SANTE,PROTECTION,DIY,-,,,,,,https://e-vent.mit.edu,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,,04/02/2020
25,OxyGEN,,SANTE,PROTECTION,DIY,-,,,https://www.oxygen.protofy.xyz/home,,,https://www.oxygen.protofy.xyz,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,,04/02/2020
26,"Respirateur
Open Source",MUR - Minimal Universal Respirator,SANTE,PROTECTION,DIY,-,,,https://github.com/LeClubSandwichStudio/MUR,,,https://www.mur-project.org,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,,04/02/2020
27,Outil de distanciation,,SANTE,PROTECTION,DIY,-,,,https://www.thingiverse.com/thing:4250121,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,,04/02/2020
1,Brief Description/Quality,,SANTE,PROTECTION,DIY,NR,NR,,Link/Source,,,Who Is Proposing the Design (Name  Email/Slack),,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,Scalability/Production Notes,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,NON,04/02/2020
2,Hand sewn,,SANTE,,DIY,MASQUE_TISSU,NR,,https://mustsharenews.com/cloth-face-mask/,,,https://www.facebook.com/permalink.php?story_fbid=2930468186974905&id=100000352576556,,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,NON,04/02/2020
3,Chinese language PDF for fabric mask,,SANTE,,DIY,MASQUE_TISSU,NR,,https://www.pref.oita.jp/uploaded/attachment/2070448.pdf & https://www.pref.oita.jp/uploaded/attachment/2070449.pdf,,,,,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,NON,04/02/2020
4,CDC t-shirt mask article; uses 8 layers of fabric in place of a filter; limited sewing design,,SANTE,,DIY,MASQUE_TISSU,NR,,https://wwwnc.cdc.gov/eid/article/12/6/05-1468_article,,,,,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,Single material type,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,NON,04/02/2020
5,Simple single layer mask with elastics; website contains 2 designs that are with and without pocket for a filter; same as other fabric designs except it includes a wire to help fit mask to nose,,SANTE,,DIY,MASQUE_TISSU,NR,,https://www.instructables.com/id/DIY-Cloth-Face-Mask/,,,,,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,NON,04/02/2020
6,2-layer fabric mask  Includes PDF instructions and template; similar design to other fabric masks without pocket for filter,,SANTE,,DIY,MASQUE_TISSU,NR,,https://freesewing.org/blog/facemask-frenzy/,,,,,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_masque_tissu_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,NON,04/02/2020
